Sent	amod	noun	amod_idx	head_idx	position
après le grand bazar d' istanbul , il s' agit de le deuxième marché couvert de la ville .	grand	bazar	3	4	before
après le grand bazar d' istanbul , il s' agit de le deuxième marché couvert de la ville .	deuxième	marché	13	14	before
essayons de présenter ce personnage légendaire , que l'on suppose simplement chrétien fondateur de ban , en essayant de nous abstraire de les vieilles querelles religieuses d' antériorité de fondation , parfois reprises par l' érudition la plus froide .	vieilles	querelles	24	25	before
lui-même épousa la marquise artemisia negrone , d' une illustre famille patricienne génoise .	illustre	famille	10	11	before
l' ancien testament biblique , encore appelé livre de la loi , contient pas moins que six cent treize ( 613 ) commandements ( http://www.cyber-contact.com/613.html ) .	ancien	testament	2	3	before
juju fait la guerre totale est la trente-quatrième histoire de la série le baron de noël bissot .	trente-quatrième	histoire	8	9	before
gardanne passe en 1806 à le corps de la grande armée , à le sein de laquelle il participe à la campagne de prusse et de pologne .	grande	armée	10	11	before
il faut pour aborder un objet le déconstruire et analyser chacune de les images que se font de lui les différents acteurs .	différents	acteurs	21	22	before
cet ordre n' est pas dû à le hasard : il est fait pour tester la soumission et le dressage de le cheval avec la première épreuve , sa force et son endurance avec le cross , puis son état de fraîcheur avec le saut d' obstacles , appelé plus couramment dans ce contexte l' hippique .	première	épreuve	26	27	before
un arrêté promulgué en 1821 interdit à les femmes publiques de fréquenter d' autres cafés et cabarets que le wauxhall .	autres	cafés	14	15	before
très bel endroit et très sympa pour faire un tour en famille , les enfants pourront aller jusqu' à les jeux qui leurs sont réservés et plus tard profiter de le minigolf .	bel	endroit	2	3	before
la bourse de new york a ouvert en légère hausse lundi dans le sillage de les places européennes , les investisseurs restant prudents après le recul spectaculaire de la semaine dernière : le dow jones prenait 0,02 % et le nasdaq 0,56 % .	légère	hausse	9	10	before
il est en outre interdit de découper un grand projet routier ( par « saucissonnage » ) en plusieurs sous-projets traités individuellement , permettant à l' ensemble de le projet d' échapper à une enquête publique avec étude d' impact .	grand	projet	9	10	before
les autres organes constituants sont le comité d' acceptation , le bureau d' arbitrage et l' organisation de les agents de change .	autres	organes	2	3	before
le tourisme balnéaire est la plus ancienne forme de tourisme pratiqué en charente-maritime et le demeure largement encore aujourd'hui à cause de le puissant attrait que représente l' océan .	ancienne	forme	7	8	before
le tourisme balnéaire est la plus ancienne forme de tourisme pratiqué en charente-maritime et le demeure largement encore aujourd'hui à cause de le puissant attrait que représente l' océan .	puissant	attrait	24	25	before
ce n' est pas le cas de les autres infrastructures de transport ( comme le réseau ferroviaire ) qui constituent des espaces privés réservés à l' usage exclusif de les exploitants habilités ) .	autres	infrastructures	9	10	before
en face de le collège royal de curepipe est visible un monument à les morts érigé à la mémoire de les soldats mauriciens tombés pendant la première guerre mondiale .	première	guerre	27	28	before
les chaussures sont de bonne qualité et le choix est vaste .	bonne	qualité	5	6	before
en 1981 , il est élu pour la première fois député de la sarthe à 37 ans .	première	fois	9	10	before
la france n' a conclu avec la polynésie qu' une seule convention fiscale internationale signée le 28 mars 1957 relative à l' élimination de les doubles impositions et à l' établissement de les règles d' assistance mutuelle administrative pour l' imposition de les revenus de capitaux mobiliers .	seule	convention	11	12	before
la france n' a conclu avec la polynésie qu' une seule convention fiscale internationale signée le 28 mars 1957 relative à l' élimination de les doubles impositions et à l' établissement de les règles d' assistance mutuelle administrative pour l' imposition de les revenus de capitaux mobiliers .	doubles	impositions	26	27	before
les anciennes armoiries de lübeck étaient également rouges frappées d' une croix blanche .	anciennes	armoiries	2	3	before
la prochaine fois que j' ai un problème informatique je sais qui appeler !	prochaine	fois	2	3	before
toutefois , les titres connus en français sont à trouver dans les sections adéquates ci-dessous ( à ce jour , seuls sont traduits les premiers romans de le cycle le chant de la lionne ) .	premiers	romans	25	26	before
gries y est cité pour la première fois sous le nom de gerareshusa .	première	fois	7	8	before
ces barres d' outils ont généralement des fonctionnalités permettant à le webmaster de mieux se rendre compte de la sémantique de sa page , c'est-à-dire généralement de son rendu avec d' autres styles , exemple avec la web developer toolbar pour firefox : fonctionnalité css > désactiver les styles css , les nombreux styles alternatifs sur opera .	autres	styles	32	33	before
ces barres d' outils ont généralement des fonctionnalités permettant à le webmaster de mieux se rendre compte de la sémantique de sa page , c'est-à-dire généralement de son rendu avec d' autres styles , exemple avec la web developer toolbar pour firefox : fonctionnalité css > désactiver les styles css , les nombreux styles alternatifs sur opera .	nombreux	styles	53	54	before
de cette époque , on peut retenir les noms de le docteur jean comandon , qui avait installé à l' institut pasteur un petit service cinématographique , et celui de jean painlevé qui réalisa son premier documentaire scientifique : " la pieuvre " en 1925 , puis les célèbres " hippocampe " en 1934 , et " assassins d' eau douce " en 1946 .	petit	service	24	25	before
de cette époque , on peut retenir les noms de le docteur jean comandon , qui avait installé à l' institut pasteur un petit service cinématographique , et celui de jean painlevé qui réalisa son premier documentaire scientifique : " la pieuvre " en 1925 , puis les célèbres " hippocampe " en 1934 , et " assassins d' eau douce " en 1946 .	premier	documentaire	36	37	before
le nouveau vizir , cependant , tombe sous l' influence de les turcs , cimentant encore plus leur emprise sur le pouvoir à l' intérieur de l' état .	nouveau	vizir	2	3	before
en fait c' est bien le maroc qui est et qui reste le grand perdant .	grand	perdant	14	15	before
un amour de jeunesse déçu jamais réellement oublié , la jeune fille enceinte , le garçon d' un milieu social complètement différent , c' est du classique et ça aurait pu être catastrophique .	jeune	fille	11	12	before
un vrai plaisir pour les yeux et le nez ...	vrai	plaisir	2	3	before
il est le seul président français qui y soit inhumé .	seul	président	4	5	before
c' est avec lyon qu' il gagne ses premiers titres d' entraîneur : une coupe de la ligue en 2001 et le titre de champion de france en 2002 .	premiers	titres	9	10	before
bernard de combret lance la construction de le château fort et palais de la berbie , durant la dernière phase de la croisade ;	dernière	phase	19	20	before
francesco albani dit l' albane ( né le 17 août 1578 à bologne , en émilie-romagne et mort dans la même ville le 4 octobre 1660 ) est un peintre italien baroque de le xviie siècle , qui fut surnommé le « peintre de les grâces » ou encore « l' anacréon de la peinture » .	même	ville	21	22	before
francesco albani dit l' albane ( né le 17 août 1578 à bologne , en émilie-romagne et mort dans la même ville le 4 octobre 1660 ) est un peintre italien baroque de le xviie siècle , qui fut surnommé le « peintre de les grâces » ou encore « l' anacréon de la peinture » .	xviie	siècle	35	36	before
l' âge d' or de le groupe prend vite fin puisque c' est fin 1959 que ben e. king décide de lancer sa carrière solo , laissant les drifters une nouvelle fois sans meneur .	nouvelle	fois	31	32	before
les autres opérations ont lieu à dresde .	autres	opérations	2	3	before
nous avons reçu un service rapide en pleine nuit et nous sommes entièrement satisfaits .	pleine	nuit	8	9	before
un mur d' enceinte d' une longueur de 1 200 mètres s' étend de le bord de le plateau dominant la seugne jusqu' à la petite vallée qui surplombe par une pente assez abrupte la soute .	petite	vallée	25	26	before
depuis janvier 1991 , le centre commercial chambray 2 est l' unique galerie marchande de la ville .	unique	galerie	12	13	before
en effet , l' année suivante , la tmsf prend tous les actions de cem uzan , propriétaire de la chaîne pour avoir blanchi de l' argent sur les comptes de l' imar bankasi ainsi que de star tv .	tous	actions	11	13	before
